ゴハン,ごはん, 
ヒマ,ひま, 
カイダン,かいだん, 
ダイスキ,だいすき, 
アツイ,あつい, 
トリ,とり, 
アカ,あか, 
コウムル,こうむる, 
ゴゼン,ごぜん, 
カギ,かぎ, 
ニモツ,にもつ, 
センタク,せんたく, 
ヒガシ,ひがし, 
コピー,こぴー, 
トケイ,とけい, 
ハイ,はい, 
ニュース,にゅーす, 
ヒキ,ひき, 
ツイタチ,ついたち, 
リッパ,りっぱ, 
アツイ,あつい, 
コウエン,こうえん, 
ツクエ,つくえ, 
ベンリ,べんり, 
ヘタ,へた, 
モン,もん, 
ニシ,にし, 
フトイ,ふとい, 
ブンショウ,ぶんしょう, 
ダンダン,だんだん, 
アパート,あぱーと, 
ユウガタ,ゆうがた, 
ト,と, 
タマゴ,たまご, 
カシコ,かしこ, 
トル,とる, 
ノート,のーと, 
ジョウズ,じょうず, 
カメラ,かめら, 
カシ,かし, 
ミドリ,みどり, 
カイモノ,かいもの, 
アオイ,あおい, 
シャツ,しゃつ, 
ミナミ,みなみ, 
タクシー,たくしー, 
フル,ふる, 
キラウ,きらう, 
ハジメ,はじめ, 
クツ,くつ, 
イリグチ,いりぐち, 
ロウカ,ろうか, 
レンシュウ,れんしゅう, 
クラス,くらす, 
ナラベル,ならべる, 
ハヤイ,はやい, 
バン,ばん, 
カナタ,かなた, 
メガネ,めがね, 
マズイ,まずい, 
スポーツ,すぽーつ, 
ツトメル,つとめる, 
ニチヨウ,にちよう, 
テープ,てーぷ, 
ポケット,ぽけっと, 
キョネン,きょねん, 
フク,ふく, 
マガル,まがる, 
アビル,あびる, 
タベモノ,たべもの, 
ラジオ,らじお, 
アオ,あお, 
マッスグ,まっすぐ, 
キタナイ,きたない, 
キョウシツ,きょうしつ, 
カク,かく, 
カゼ,かぜ, 
ヌグ,ぬぐ, 
マルイ,まるい, 
アブナイ,あぶない, 
ノボル,のぼる, 
ナクス,なくす, 
サンポ,さんぽ, 
サラ,さら, 
オオゼイ,おおぜい, 
キロメートル,きろめーとる, 
ペット,ぺっと, 
チズ,ちず, 
ドヨウ,どよう, 
マイトシ,まいとし, 
ヤサイ,やさい, 
ヨウフク,ようふく, 
レストラン,れすとらん, 
アツイ,あつい, 
セイト,せいと, 
ダイドコロ,だいどころ, 
イイエ,いいえ, 
オヨグ,およぐ, 
イケ,いけ, 
マイツキ,まいつき, 
ペン,ぺん, 
サス,さす, 
コート,こーと, 
ボタン,ぼたん, 
サクヤ,さくや, 
カレー,かれー, 
ベントウ,べんとう, 
テンキ,てんき, 
パーティー,ぱーてぃー, 
ライネン,らいねん, 
カンジ,かんじ, 
ケサ,けさ, 
アタタカイ,あたたかい, 
カップ,かっぷ, 
ミガク,みがく, 
ハジク,はじく, 
フウトウ,ふうとう, 
サイフ,さいふ, 
シメル,しめる, 
テスト,てすと, 
ボウシ,ぼうし, 
シオ,しお, 
ズボン,ずぼん, 
キッサ,きっさ, 
スカート,すかーと, 
ナラウ,ならう, 
サク,さく, 
ギュウニュウ,ぎゅうにゅう, 
ナイフ,ないふ, 
ナツヤスミ,なつやすみ, 
サトウ,さとう, 
カサ,かさ, 
サツ,さつ, 
ジュギョウ,じゅぎょう, 
ショウユ,しょうゆ, 
キイロイ,きいろい, 
ハガキ,はがき, 
アレ,あれ, 
シメル,しめる, 
コップ,こっぷ, 
デパート,でぱーと, 
シャワー,しゃわー, 
ハシ,はし, 
ケイカン,けいかん, 
ゲツヨウ,げつよう, 
カバン,かばん, 
ショクドウ,しょくどう, 
スズシイ,すずしい, 
プール,ぷーる, 
ゼロ,ぜろ, 
ポスト,ぽすと, 
キイロ,きいろ, 
エレベーター,えれべーたー, 
フィルム,ふぃるむ, 
セッケン,せっけん, 
ハレル,はれる, 
ノミモノ,のみもの, 
ナク,なく, 
チャイロ,ちゃいろ, 
キンヨウ,きんよう, 
キログラム,きろぐらむ, 
ギター,ぎたー, 
キップ,きっぷ, 
デグチ,でぐち, 
アメ,あめ, 
ネクタイ,ねくたい, 
コンニチハ,こんにちは, 
サヨウナラ,さようなら, 
オハヨウ,おはよう, 
コンゲツ,こんげつ, 
ウワギ,うわぎ, 
ジショ,じしょ, 
ハンカチ,はんかち, 
マイバン,まいばん, 
キッテ,きって, 
タテ,たて, 
チャワン,ちゃわん, 
マイアサ,まいあさ, 
マイシュウ,まいしゅう, 
バター,ばたー, 
クツシタ,くつした, 
セーター,せーたー, 
ライシュウ,らいしゅう, 
マッチ,まっち, 
レコード,れこーど, 
シマル,しまる, 
ニギヤカ,にぎやか, 
クモル,くもる, 
コンバン,こんばん, 
シュクダイ,しゅくだい, 
センシュウ,せんしゅう, 
クダモノ,くだもの, 
カタカナ,かたかな, 
ユウハン,ゆうはん, 
フォーク,ふぉーく, 
コウチャ,こうちゃ, 
ライゲツ,らいげつ, 
エンピツ,えんぴつ, 
スイヨウ,すいよう, 
カヨウ,かよう, 
センゲツ,せんげつ, 
スリッパ,すりっぱ, 
ジョウブ,じょうぶ, 
ハイザラ,はいざら, 
コンシュウ,こんしゅう, 
ストーブ,すとーぶ, 
スプーン,すぷーん, 
ヒラガナ,ひらがな, 
カレンダー,かれんだー, 
セビロ,せびろ, 
モクヨウ,もくよう, 
コウバン,こうばん, 
ワズラウ,わずらう, 
コンバンハ,こんばんは, 
モシモシ,もしもし, 
ワイシャツ,わいしゃつ, 
テアライ,てあらい, 
ギュウニク,ぎゅうにく, 
ツケル,つける, 
オトトイ,おととい, 
クモリ,くもり, 
サクブン,さくぶん, 
ブタニク,ぶたにく, 
ホンダナ,ほんだな, 
バンゴハン,ばんごはん, 
ヌルイ,ぬるい, 
カビン,かびん, 
アサッテ,あさって, 
ヤオヤ,やおや, 
オマワリ,おまわり, 
ラジカセ,らじかせ, 
ヤサシイ,やさしい, 
オトトシ,おととし, 
トリニク,とりにく, 
アサゴハン,あさごはん, 
ジビキ,じびき, 
ヒルゴハン,ひるごはん, 
コト,こと, 
レル,れる, 
ヨウ,よう, 
ズ,ず, 
オモウ,おもう, 
バ,ば, 
ラレル,られる, 
シマウ,しまう, 
セル,せる, 
ナ,な, 
ケレド,けれど, 
カレ,かれ, 
キ,き, 
シ,し, 
クレル,くれる, 
タメ,ため, 
カンガエル,かんがえる, 
バアイ,ばあい, 
ソンナ,そんな, 
ホド,ほど, 
モラウ,もらう, 
ワケ,わけ, 
アイダ,あいだ, 
ママ,まま, 
ツケル,つける, 
コ,こ, 
カノジョ,かのじょ, 
ボク,ぼく, 
ミエル,みえる, 
ヤハリ,やはり, 
スギル,すぎる, 
ヒツヨウ,ひつよう, 
ハズ,はず, 
ジョセイ,じょせい, 
コウ,こう, 
バカリ,ばかり, 
イジョウ,いじょう, 
ハジメル,はじめる, 
カワル,かわる, 
キモチ,きもち, 
カンケイ,かんけい, 
ベツ,べつ, 
モシ,もし, 
トオリ,とおり, 
ココロ,こころ, 
イタダク,いただく, 
フツウ,ふつう, 
ヤメル,やめる, 
ウケル,うける, 
チャン,ちゃん, 
ツヅケル,つづける, 
タシカ,たしか, 
チカラ,ちから, 
サイキン,さいきん, 
モチロン,もちろん, 
モドル,もどる, 
オト,おと, 
ホトンド,ほとんど, 
バショ,ばしょ, 
カタチ,かたち, 
ヨウ,よう, 
イガイ,いがい, 
サイショ,さいしょ, 
スム,すむ, 
チャウ,ちゃう, 
オクル,おくる, 
マズ,まず, 
ダイ,だい, 
リユウ,りゆう, 
ムカシ,むかし, 
ダメ,だめ, 
ヤスイ,やすい, 
ムスメ,むすめ, 
ナサル,なさる, 
セツメイ,せつめい, 
クン,くん, 
シンパイ,しんぱい, 
ゴザル,ござる, 
セイカツ,せいかつ, 
ムカウ,むかう, 
トクニ,とくに, 
カンタン,かんたん, 
ノコル,のこる, 
スゴイ,すごい, 
セカイ,せかい, 
レンラク,れんらく, 
サイゴ,さいご, 
キミ,きみ, 
ムリ,むり, 
サガス,さがす, 
テン,てん, 
カエル,かえる, 
ツモリ,つもり, 
ツヅク,つづく, 
ウゴク,うごく, 
ダンセイ,だんせい, 
ジダイ,じだい, 
シュジン,しゅじん, 
ワラウ,わらう, 
エラブ,えらぶ, 
ケイケン,けいけん, 
ウツ,うつ, 
ズット,ずっと, 
タテル,たてる, 
コンド,こんど, 
カナラズ,かならず, 
シラベル,しらべる, 
オコナウ,おこなう, 
キャク,きゃく, 
ガタイ,がたい, 
クビ,くび, 
イキル,いきる, 
シ,し, 
アガル,あがる, 
オチル,おちる, 
フカイ,ふかい, 
キメル,きめる, 
イタス,いたす, 
ハッキリ,はっきり, 
シバラク,しばらく, 
オット,おっと, 
アウ,あう, 
ニル,にる, 
ツレル,つれる, 
ヒドイ,ひどい, 
ソウダン,そうだん, 
ウレシイ,うれしい, 
カイ,かい, 
マワリ,まわり, 
セン,せん, 
タトエバ,たとえば, 
ナカナカ,なかなか, 
リヨウ,りよう, 
ナクナル,なくなる, 
ハラウ,はらう, 
ツマ,つま, 
ユメ,ゆめ, 
シキ,しき, 
イッパイ,いっぱい, 
コワイ,こわい, 
ガンバル,がんばる, 
ジュウブン,じゅうぶん, 
ムスコ,むすこ, 
オモイダス,おもいだす, 
シツ,しつ, 
ケン,けん, 
ゲンイン,げんいん, 
キコエル,きこえる, 
ヒカリ,ひかり, 
ケイサツ,けいさつ, 
チュウイ,ちゅうい, 
マワル,まわる, 
キマル,きまる, 
サセル,させる, 
ミツケル,みつける, 
オドロク,おどろく, 
キュウ,きゅう, 
イケン,いけん, 
ヨテイ,よてい, 
ツタエル,つたえる, 
アメリカ,あめりか, 
キット,きっと, 
フネ,ふね, 
ショクジ,しょくじ, 
イン,いん, 
オカシイ,おかしい, 
トモ,とも, 
タズネル,たずねる, 
ヘン,へん, 
キブン,きぶん, 
ダイジ,だいじ, 
セキ,せき, 
パソコン,ぱそこん, 
イラッシャル,いらっしゃる, 
ススム,すすむ, 
ナク,なく, 
ソフト,そふと, 
アー,あー, 
ウデ,うで, 
ヤサシイ,やさしい, 
オコス,おこす, 
コウコウ,こうこう, 
ステル,すてる, 
ニオイ,におい, 
シッカリ,しっかり, 
タイプ,たいぷ, 
ユビ,ゆび, 
オトス,おとす, 
ショウカイ,しょうかい, 
ウンテン,うんてん, 
シャカイ,しゃかい, 
カワリ,かわり, 
トオル,とおる, 
シカタ,しかた, 
ウソ,うそ, 
キケン,きけん, 
トチュウ,とちゅう, 
ヒ,ひ, 
オコル,おこる, 
チ,ち, 
アンシン,あんしん, 
ダイタイ,だいたい, 
ヘンジ,へんじ, 
カミ,かみ, 
タノシム,たのしむ, 
ヨロコブ,よろこぶ, 
ウン,うん, 
ヒジョウ,ひじょう, 
キョウミ,きょうみ, 
フエル,ふえる, 
クラベル,くらべる, 
ジコ,じこ, 
ミツカル,みつかる, 
ニゲル,にげる, 
カッコウ,かっこう, 
ジユウ,じゆう, 
ゼンゼン,ぜんぜん, 
カマウ,かまう, 
カベ,かべ, 
ハコブ,はこぶ, 
ウンドウ,うんどう, 
ネムル,ねむる, 
ウラ,うら, 
タダシイ,ただしい, 
キロ,きろ, 
ハンタイ,はんたい, 
ジ,じ, 
ゼヒ,ぜひ, 
アンナ,あんな, 
ツゴウ,つごう, 
イカ,いか, 
ケッシテ,けっして, 
バングミ,ばんぐみ, 
ヤク,やく, 
ウツクシイ,うつくしい, 
ナレル,なれる, 
トウ,とう, 
ヨウイ,ようい, 
アイサツ,あいさつ, 
ヤクソク,やくそく, 
ムカエル,むかえる, 
ナオス,なおす, 
カヨウ,かよう, 
イ,い, 
コタエ,こたえ, 
チェック,ちぇっく, 
イシ,いし, 
キビシイ,きびしい, 
ワカレル,わかれる, 
ビックリ,びっくり, 
サビシイ,さびしい, 
ヤット,やっと, 
ミ,み, 
オッシャル,おっしゃる, 
ザンネン,ざんねん, 
マケル,まける, 
サゲル,さげる, 
ネダン,ねだん, 
カイワ,かいわ, 
クウキ,くうき, 
ツツム,つつむ, 
ジ,じ, 
ハズカシイ,はずかしい, 
ホウソウ,ほうそう, 
カツ,かつ, 
モウス,もうす, 
ナクナル,なくなる, 
ガラス,がらす, 
トクベツ,とくべつ, 
ケンカ,けんか, 
キンジョ,きんじょ, 
シッパイ,しっぱい, 
ズイブン,ずいぶん, 
センモン,せんもん, 
ケンキュウ,けんきゅう, 
セワ,せわ, 
グアイ,ぐあい, 
アツマル,あつまる, 
イソグ,いそぐ, 
ヒョウ,ひょう, 
タリル,たりる, 
ドンドン,どんどん, 
スッカリ,すっかり, 
ショウライ,しょうらい, 
カナシイ,かなしい, 
セナカ,せなか, 
ジュンビ,じゅんび, 
トク,とく, 
スク,すく, 
シャチョウ,しゃちょう, 
サガル,さがる, 
タマニ,たまに, 
センパイ,せんぱい, 
オカゲ,おかげ, 
タイテイ,たいてい, 
メズラシイ,めずらしい, 
ジュウショ,じゅうしょ, 
リョウホウ,りょうほう, 
ト,と, 
モリ,もり, 
シツレイ,しつれい, 
ビル,びる, 
マイル,まいる, 
アンゼン,あんぜん, 
シュミ,しゅみ, 
ネツ,ねつ, 
マジメ,まじめ, 
オクレル,おくれる, 
アツメル,あつめる, 
ソツギョウ,そつぎょう, 
フトン,ふとん, 
ソダテル,そだてる, 
アンナイ,あんない, 
ノド,のど, 
ナル,なる, 
ユ,ゆ, 
キカイ,きかい, 
スーパー,すーぱー, 
ヌル,ぬる, 
センソウ,せんそう, 
ケイカク,けいかく, 
バイ,ばい, 
ソロソロ,そろそろ, 
タオレル,たおれる, 
シケン,しけん, 
アカチャン,あかちゃん, 
ク,く, 
サワル,さわる, 
テキトウ,てきとう, 
カエリ,かえり, 
オク,おく, 
ジャマ,じゃま, 
ヒカル,ひかる, 
キョウ,きょう, 
コワレル,こわれる, 
ナルホド,なるほど, 
タノシミ,たのしみ, 
ギジュツ,ぎじゅつ, 
ショウチ,しょうち, 
ムシ,むし, 
セイ,せい, 
ヤセル,やせる, 
コマカイ,こまかい, 
テイネイ,ていねい, 
スバラシイ,すばらしい, 
セイジ,せいじ, 
ケ,け, 
カム,かむ, 
ケガ,けが, 
ヨル,よる, 
ウカガウ,うかがう, 
トマル,とまる, 
ヤスミ,やすみ, 
レキシ,れきし, 
フム,ふむ, 
シカル,しかる, 
ベイ,べい, 
ホシ,ほし, 
コウツウ,こうつう, 
タタミ,たたみ, 
トオク,とおく, 
アソビ,あそび, 
フトル,ふとる, 
ケン,けん, 
タガル,たがる, 
タズネル,たずねる, 
クサ,くさ, 
マンガ,まんが, 
ニュウイン,にゅういん, 
ウツル,うつる, 
ナルベク,なるべく, 
カタイ,かたい, 
イナイ,いない, 
クモ,くも, 
エンリョ,えんりょ, 
ゴミ,ごみ, 
タク,たく, 
キョウイク,きょういく, 
ドウグ,どうぐ, 
ナオル,なおる, 
ショウセツ,しょうせつ, 
ハ,は, 
クウコウ,くうこう, 
ヒルマ,ひるま, 
テク,てく, 
ルス,るす, 
キセツ,きせつ, 
ヤム,やむ, 
マチガエル,まちがえる, 
ヌレル,ぬれる, 
プレゼント,ぷれぜんと, 
ケイザイ,けいざい, 
モウシアゲル,もうしあげる, 
ヨゴレル,よごれる, 
ナゲル,なげる, 
シュッパツ,しゅっぱつ, 
マンナカ,まんなか, 
イナカ,いなか, 
キカイ,きかい, 
シアイ,しあい, 
ソボ,そぼ, 
アヤマル,あやまる, 
ホウリツ,ほうりつ, 
ツル,つる, 
ダイブ,だいぶ, 
ヨヤク,よやく, 
ユレル,ゆれる, 
コウジョウ,こうじょう, 
ミソ,みそ, 
ホメル,ほめる, 
コンヤ,こんや, 
ブンカ,ぶんか, 
キモノ,きもの, 
トドケル,とどける, 
ニンギョウ,にんぎょう, 
ヒロウ,ひろう, 
サワグ,さわぐ, 
シンセツ,しんせつ, 
スーツ,すーつ, 
コム,こむ, 
ヌスム,ぬすむ, 
エダ,えだ, 
テツダウ,てつだう, 
スベル,すべる, 
オドル,おどる, 
コワス,こわす, 
アルバイト,あるばいと, 
ブチョウ,ぶちょう, 
イト,いと, 
テンイン,てんいん, 
コンピューター,こんぴゅーたー, 
シュウカン,しゅうかん, 
ミヤゲ,みやげ, 
ミズウミ,みずうみ, 
カワク,かわく, 
ガス,がす, 
イワイ,いわい, 
フクザツ,ふくざつ, 
ソフ,そふ, 
ヤワラカイ,やわらかい, 
カネモチ,かねもち, 
ケーキ,けーき, 
イノル,いのる, 
シナモノ,しなもの, 
ジョウ,じょう, 
トウトウ,とうとう, 
スミ,すみ, 
タイフウ,たいふう, 
ダテ,だて, 
シュッセキ,しゅっせき, 
オリル,おりる, 
マニアウ,まにあう, 
コノゴロ,このごろ, 
シタギ,したぎ, 
カイジョウ,かいじょう, 
ウケツケ,うけつけ, 
キョウカイ,きょうかい, 
パート,ぱーと, 
ショウガツ,しょうがつ, 
コクサイ,こくさい, 
パパ,ぱぱ, 
スナ,すな, 
ヒゲ,ひげ, 
タナ,たな, 
ジンジャ,じんじゃ, 
カタヅケル,かたづける, 
カイギ,かいぎ, 
ベル,べる, 
アジア,あじあ, 
カザル,かざる, 
オモチャ,おもちゃ, 
ショウタイ,しょうたい, 
カガク,かがく, 
ヤケル,やける, 
カイガン,かいがん, 
ガソリン,がそりん, 
リョカン,りょかん, 
カーテン,かーてん, 
リン,りん, 
ピアノ,ぴあの, 
ミマイ,みまい, 
オレル,おれる, 
チュウシ,ちゅうし, 
オーバー,おーばー, 
ニュウガク,にゅうがく, 
ヒッコス,ひっこす, 
ワレル,われる, 
キソク,きそく, 
ネッシン,ねっしん, 
ユビワ,ゆびわ, 
シミン,しみん, 
ナオル,なおる, 
